nodeId:ID,location,centroid,lng,lat,:LABEL
南京_兴隆大街地铁站_10,"[[118.7246171, 32.0071853], [118.7285249, 32.0070103], [118.7336851, 32.0081672], [118.7379287, 32.0096011], [118.738704, 32.0098795], [118.7393707, 32.0104728], [118.7409378, 32.0140437], [118.7421515, 32.0161118], [118.7404042, 32.0218591], [118.7366964, 32.0262201], [118.7343681, 32.0273677], [118.7336009, 32.0276256], [118.7335866, 32.0276291], [118.7278925, 32.0260472], [118.7228972, 32.0226865], [118.7216312, 32.0199394], [118.7205827, 32.0175657], [118.7216966, 32.0108166], [118.7242815, 32.0073874], [118.7246171, 32.0071853]]","(118.73108994464258, 32.016884507277126)",118.73108994464258,32.016884507277126,staion_isochrone
南京_兴隆大街地铁站_5,"[[118.7265053, 32.010621], [118.7269641, 32.0103357], [118.7344168, 32.0112239], [118.7372084, 32.0118056], [118.7373689, 32.0118746], [118.7383934, 32.012364], [118.7384844, 32.012509], [118.73786365151982, 32.01410610754386], [118.7385865, 32.0150489], [118.7357266, 32.0232297], [118.7356209, 32.0233732], [118.7335656, 32.0247371], [118.7332979, 32.024866], [118.7272769, 32.0221818], [118.7254995, 32.0185488], [118.7238437, 32.0162336], [118.7265053, 32.010621]]","(118.73147344457024, 32.0169176042665)",118.73147344457024,32.0169176042665,staion_isochrone
南京_凤凰山公园地铁站_10,"[[118.8349054, 32.3385853], [118.8352847, 32.3385252], [118.8380972, 32.3391337], [118.8390478967057, 32.339488287816806], [118.8426014, 32.3399192], [118.8444058, 32.3404347], [118.84594, 32.3409151], [118.8490573, 32.3428168], [118.8507145, 32.3446132], [118.848546, 32.3515515], [118.8441015, 32.3594557], [118.8390467, 32.3586299], [118.8307233, 32.3557429], [118.8307022, 32.3556737], [118.8306609, 32.3484734], [118.830818, 32.3450381], [118.8313483, 32.3438605], [118.8338325, 32.3390157], [118.8349054, 32.3385853]]","(118.83982212825019, 32.34875141286875)",118.83982212825019,32.34875141286875,staion_isochrone
南京_凤凰山公园地铁站_5,"[[118.8371416, 32.3419064], [118.8379796, 32.3417651], [118.84243288340937, 32.3432891802386], [118.8437889, 32.3429501], [118.8452801, 32.344056], [118.8468835, 32.3456559], [118.847725, 32.3486401], [118.8423352, 32.354887], [118.8352674, 32.3542049], [118.8334939, 32.3491611], [118.8331284, 32.3478502], [118.8340346, 32.3463707], [118.8360927, 32.3432734], [118.8371416, 32.3419064]]","(118.84013702866982, 32.34846196088619)",118.84013702866982,32.34846196088619,staion_isochrone
南京_刘村地铁站_10,"[[118.6572513, 31.9374721], [118.6624796, 31.9374032], [118.6662856, 31.9376947], [118.666476, 31.9378354], [118.66654310895277, 31.93884908933508], [118.6678361, 31.9389211], [118.6709359, 31.9499221], [118.670913, 31.9532171], [118.6707351, 31.9532975], [118.6635927, 31.9538162], [118.6523049, 31.9524014], [118.6517088, 31.9521118], [118.651282, 31.9511128], [118.650396, 31.9478607], [118.6504127, 31.940909], [118.6505171, 31.9407842], [118.6572513, 31.9374721]]","(118.66051777717139, 31.945886443491585)",118.66051777717139,31.945886443491585,staion_isochrone
南京_刘村地铁站_5,"[[118.6596894, 31.940441], [118.6639837, 31.9401877], [118.6642382, 31.9403432], [118.6644142, 31.9425357], [118.6666593, 31.9494685], [118.6601448, 31.9517779], [118.6567805, 31.9521609], [118.6538808, 31.9467992], [118.6533823, 31.9441623], [118.6533308, 31.9426389], [118.6534544, 31.9425354], [118.6596894, 31.940441]]","(118.65984025888551, 31.946062228921736)",118.65984025888551,31.946062228921736,staion_isochrone
南京_前庄地铁站_10,"[[118.8249762, 31.9105986], [118.8355705, 31.9034977], [118.8356937, 31.9035018], [118.8388535, 31.9037466], [118.8427591, 31.906291], [118.8504957, 31.9162707], [118.8504057, 31.9163982], [118.8357189, 31.9203333], [118.827595, 31.9147704], [118.8246099, 31.911511], [118.8246298, 31.9113235], [118.8249762, 31.9105986]]","(118.83729407291162, 31.91219119109295)",118.83729407291162,31.91219119109295,staion_isochrone
南京_前庄地铁站_5,"[[118.8314882, 31.9104746], [118.8387747, 31.9059684], [118.8466891, 31.9151422], [118.8344844, 31.9169799], [118.8343403, 31.9169785], [118.8313106, 31.913157], [118.8313779, 31.9118528], [118.8313889, 31.911687], [118.8314882, 31.9104746]]","(118.83804507168675, 31.912263594326884)",118.83804507168675,31.912263594326884,staion_isochrone
南京_化工园地铁站_10,"[[118.7739294, 32.2800561], [118.783227, 32.2835792], [118.7876891, 32.2870444], [118.7885371, 32.2963427], [118.788494, 32.2971187], [118.7822137, 32.2968292], [118.7691628, 32.2926671], [118.7717807, 32.2842398], [118.7739294, 32.2800561]]","(118.77927999388436, 32.28937082693128)",118.77927999388436,32.28937082693128,staion_isochrone
南京_化工园地铁站_5,"[[118.7769473, 32.2831481], [118.783227, 32.2835792], [118.7863683, 32.2879744], [118.7854423, 32.2945183], [118.7853176, 32.2946193], [118.7850345, 32.2945478], [118.7734532, 32.2913668], [118.7763703, 32.2834737], [118.7769473, 32.2831481]]","(118.78040980586604, 32.28867861557796)",118.78040980586604,32.28867861557796,staion_isochrone
南京_南京交院地铁站_10,"[[118.8942733, 31.9077032], [118.89590833829044, 31.907157425081465], [118.8978562, 31.9063299], [118.9003395, 31.9061051], [118.907041, 31.9066575], [118.9096349, 31.9097745], [118.91091922906718, 31.91308059763512], [118.9118605, 31.9148135], [118.9048086, 31.9215492], [118.9000262, 31.9237021], [118.8963301, 31.9237927], [118.8908577, 31.9178637], [118.8896393, 31.9144798], [118.8885471, 31.9099126], [118.8942733, 31.9077032]]","(118.90000086414794, 31.914301916646252)",118.90000086414794,31.914301916646252,staion_isochrone
南京_南京交院地铁站_5,"[[118.8943879, 31.9113186], [118.8986185, 31.9106509], [118.906042, 31.9122421], [118.9075117, 31.9148144], [118.9074752, 31.9149853], [118.9033352, 31.919488], [118.8964117, 31.9208148], [118.8950136, 31.920732], [118.8948304, 31.9206479], [118.8938839, 31.9178561], [118.8930297, 31.9151355], [118.8928258, 31.9144798], [118.8924518, 31.911885], [118.8943879, 31.9113186]]","(118.89941612978932, 31.915435917680608)",118.89941612978932,31.915435917680608,staion_isochrone
南京_南京南站地铁站_10,"[[118.7842419, 31.9654809], [118.7892139, 31.9614547], [118.7894615, 31.9614424], [118.79268, 31.9614394], [118.7982912, 31.9616524], [118.798553, 31.9617578], [118.79885807021103, 31.96224538960411], [118.8019164, 31.962761], [118.8028709, 31.967081], [118.8046806, 31.9720259], [118.804814, 31.9754836], [118.8048534, 31.9759445], [118.80379819486292, 31.975865357460762], [118.79911069822224, 31.977275585423705], [118.7960002, 31.9794431], [118.7947851, 31.9793271], [118.7873574, 31.9823408], [118.7871205, 31.9824162], [118.786982, 31.9823271], [118.786051, 31.9815398], [118.7827812, 31.9725263], [118.7819285, 31.9691125], [118.78312465591809, 31.968437761149538], [118.7829736, 31.9674251], [118.7842419, 31.9654809]]","(118.79315562904857, 31.970999944035054)",118.79315562904857,31.970999944035054,staion_isochrone
南京_南京南站地铁站_5,"[[118.7873304936877, 31.970072833601396], [118.7865962, 31.9664795], [118.7880458, 31.9644046], [118.7912659, 31.9636925], [118.7945132, 31.9632103], [118.7993697, 31.9654415], [118.79961567704106, 31.96857441260942], [118.8009411, 31.9702478], [118.8007907, 31.9728899], [118.8006968, 31.9730403], [118.7996075963114, 31.973597960450732], [118.7995227, 31.9749987], [118.7942902, 31.9764422], [118.78932787478534, 31.97894636713106], [118.788822, 31.9794659], [118.7885713, 31.9796161], [118.7884554, 31.9795794], [118.7879833, 31.9792962], [118.7879399, 31.9791596], [118.7865717, 31.9741631], [118.7865391, 31.9713187], [118.7865827, 31.9712367], [118.7866187, 31.9711737], [118.7873304936877, 31.970072833601396]]","(118.79305449146752, 31.970668622990374)",118.79305449146752,31.970668622990374,staion_isochrone
南京_南京工业大学地铁站_10,"[[118.6533252, 32.0632598], [118.6538282, 32.0631791], [118.6540455, 32.0636865], [118.6541658, 32.0667706], [118.6472005, 32.0724539], [118.6422665, 32.0759395], [118.6390662, 32.0765366], [118.6374738, 32.0765789], [118.6351611, 32.0761769], [118.6322356, 32.07196], [118.6326952, 32.0686365], [118.6349524, 32.0673031], [118.6378699, 32.065771], [118.6533252, 32.0632598]]","(118.64247306510447, 32.069715329904085)",118.64247306510447,32.069715329904085,staion_isochrone
南京_南京工业大学地铁站_5,"[[118.6439154, 32.0659465], [118.6473051, 32.0658244], [118.6485271, 32.0662102], [118.6487239, 32.0663831], [118.6508202, 32.0684355], [118.64560269710469, 32.07113131696996], [118.6414884, 32.0751631], [118.641118, 32.0753412], [118.6374988, 32.0742833], [118.635316, 32.0732131], [118.6352889, 32.0704701], [118.6363516, 32.0690496], [118.6439154, 32.0659465]]","(118.64214327329532, 32.0701623334841)",118.64214327329532,32.0701623334841,staion_isochrone
南京_南京林业大学·新庄地铁站_10,"[[118.8047677, 32.0713207], [118.8100738, 32.0678383], [118.8104771, 32.0676603], [118.8138019, 32.0733744], [118.8149284, 32.0771018], [118.815024, 32.081078], [118.8115062, 32.0872139], [118.8043366, 32.0888102], [118.7983782, 32.0875584], [118.7942459, 32.084927], [118.799235, 32.0765538], [118.8023128, 32.0732358], [118.8047677, 32.0713207]]","(118.80600771001498, 32.07974051200961)",118.80600771001498,32.07974051200961,staion_isochrone
南京_南京林业大学·新庄地铁站_5,"[[118.799235, 32.0765538], [118.8026653, 32.0743549], [118.8079072, 32.0721554], [118.8119846, 32.079261], [118.8117799, 32.0801668], [118.811742, 32.0802953], [118.810021, 32.0833228], [118.8096599, 32.0839392], [118.8042958, 32.0863059], [118.8041813, 32.0863007], [118.7975903, 32.0833205], [118.7981183, 32.0794517], [118.799235, 32.0765538]]","(118.80480934038425, 32.079645953303036)",118.80480934038425,32.079645953303036,staion_isochrone
